Area Name,Division,Ownership,Household Size,Total number of female headed households,No exclusive room,1,2,3,4,5,6 and above
 DADRA & NAGAR HAVELI,Rural,Owned,1, 254 , 29 , 166 , 45 , 12 , 2 , -   , -   
 DADRA & NAGAR HAVELI,Rural,Owned,2, 237 , 17 , 138 , 67 , 8 , 6 , 1 , -   
 DADRA & NAGAR HAVELI,Rural,Owned,3, 289 , 21 , 141 , 93 , 22 , 9 , 2 , 1 
 DADRA & NAGAR HAVELI,Rural,Owned,4, 326 , 25 , 155 , 104 , 26 , 12 , 2 , 2 
 DADRA & NAGAR HAVELI,Rural,Owned,5, 299 , 16 , 133 , 107 , 27 , 14 , 1 , 1 
 DADRA & NAGAR HAVELI,Rural,Owned,608, 484 , 21 , 166 , 205 , 64 , 22 , 2 , 4 
 DADRA & NAGAR HAVELI,Rural,Owned,9+, 105 , 1 , 21 , 51 , 19 , 9 , 2 , 2 
 DADRA & NAGAR HAVELI,Rural,Rented,All Households, 95 , 5 , 48 , 30 , 12 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,1, 15 , 2 , 8 , 3 , 2 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,2, 25 , 2 , 13 , 5 , 5 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,3, 27 , 1 , 19 , 5 , 2 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,4, 12 , -   , 1 , 9 , 2 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,5, 7 , -   , 2 , 5 , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,608, 9 , -   , 5 , 3 , 1 , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Rented,9+, -   , -   , -   , -   , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Any Other,All Households, 15 , 1 , 5 , 6 , -   , -   , 1 , 2 
 DADRA & NAGAR HAVELI,Rural,Any Other,1, 2 , 1 , -   , 1 , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Any Other,2, 4 , -   , 3 , 1 , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Any Other,3, 3 , -   , -   , 2 , -   , -   , -   , 1 
 DADRA & NAGAR HAVELI,Rural,Any Other,4, 2 , -   , -   , 2 , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Any Other,5, 2 , -   , -   , -   , -   , -   , 1 , 1 
 DADRA & NAGAR HAVELI,Rural,Any Other,608, 2 , -   , 2 , -   , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Rural,Any Other,9+, -   , -   , -   , -   , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Total,All Households," 1,571 ", 62 , 598 , 569 , 240 , 65 , 20 , 17 
 DADRA & NAGAR HAVELI,Urban,Total,1, 201 , 11 , 97 , 60 , 26 , 4 , 1 , 2 
 DADRA & NAGAR HAVELI,Urban,Total,2, 240 , 16 , 115 , 79 , 24 , 4 , -   , 2 
 DADRA & NAGAR HAVELI,Urban,Total,3, 338 , 15 , 148 , 116 , 47 , 9 , 2 , 1 
 DADRA & NAGAR HAVELI,Urban,Total,4, 268 , 10 , 105 , 99 , 36 , 12 , 4 , 2 
 DADRA & NAGAR HAVELI,Urban,Total,5, 200 , 5 , 65 , 76 , 36 , 13 , 3 , 2 
 DADRA & NAGAR HAVELI,Urban,Total,608, 275 , 3 , 60 , 122 , 60 , 18 , 7 , 5 
 DADRA & NAGAR HAVELI,Urban,Total,9+, 49 , 2 , 8 , 17 , 11 , 5 , 3 , 3 
 DADRA & NAGAR HAVELI,Urban,Owned,All Households," 1,118 ", 36 , 348 , 444 , 195 , 60 , 18 , 17 
 DADRA & NAGAR HAVELI,Urban,Owned,1, 134 , 8 , 56 , 46 , 18 , 3 , 1 , 2 
 DADRA & NAGAR HAVELI,Urban,Owned,2, 149 , 7 , 64 , 55 , 19 , 2 , -   , 2 
 DADRA & NAGAR HAVELI,Urban,Owned,3, 215 , 6 , 78 , 85 , 35 , 9 , 1 , 1 
 DADRA & NAGAR HAVELI,Urban,Owned,4, 183 , 8 , 56 , 75 , 26 , 12 , 4 , 2 
 DADRA & NAGAR HAVELI,Urban,Owned,5, 151 , 3 , 43 , 59 , 30 , 12 , 2 , 2 
 DADRA & NAGAR HAVELI,Urban,Owned,608, 243 , 3 , 44 , 109 , 58 , 17 , 7 , 5 
 DADRA & NAGAR HAVELI,Urban,Owned,9+, 43 , 1 , 7 , 15 , 9 , 5 , 3 , 3 
 DADRA & NAGAR HAVELI,Urban,Rented,All Households, 434 , 24 , 243 , 120 , 42 , 3 , 2 , -   
 DADRA & NAGAR HAVELI,Urban,Rented,1, 65 , 3 , 39 , 14 , 8 , 1 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Rented,2, 89 , 9 , 51 , 23 , 5 , 1 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Rented,3, 116 , 7 , 68 , 30 , 10 , -   , 1 , -   
 DADRA & NAGAR HAVELI,Urban,Rented,4, 80 , 2 , 47 , 21 , 10 , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Rented,5, 46 , 2 , 21 , 17 , 5 , -   , 1 , -   
 DADRA & NAGAR HAVELI,Urban,Rented,608, 32 , -   , 16 , 13 , 2 , 1 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Rented,9+, 6 , 1 , 1 , 2 , 2 , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,All Households, 19 , 2 , 7 , 5 , 3 , 2 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,1, 2 , -   , 2 , -   , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,2, 2 , -   , -   , 1 , -   , 1 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,3, 7 , 2 , 2 , 1 , 2 , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,4, 5 , -   , 2 , 3 , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,5, 3 , -   , 1 , -   , 1 , 1 , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,608, -   , -   , -   , -   , -   , -   , -   , -   
 DADRA & NAGAR HAVELI,Urban,Any Other,9+, -   , -   , -   , -   , -   , -   , -   , -   
 MAHARASHTRA,Total,Total,All Households," 25,12,836 "," 1,34,405 "," 12,07,226 "," 7,37,749 "," 2,77,320 "," 98,650 "," 27,985 "," 29,501 "
 MAHARASHTRA,Total,Total,1," 5,58,064 "," 39,460 "," 3,26,453 "," 1,32,516 "," 41,016 "," 12,334 "," 2,888 "," 3,397 "
 MAHARASHTRA,Total,Total,2," 4,16,525 "," 24,522 "," 2,16,711 "," 1,19,712 "," 38,447 "," 11,566 "," 2,748 "," 2,819 "
 MAHARASHTRA,Total,Total,3," 4,56,290 "," 23,781 "," 2,19,395 "," 1,41,097 "," 49,986 "," 14,981 "," 3,539 "," 3,511 "
 MAHARASHTRA,Total,Total,4," 3,83,695 "," 18,118 "," 1,73,296 "," 1,21,570 "," 46,737 "," 16,060 "," 4,117 "," 3,797 "
 MAHARASHTRA,Total,Total,5," 2,90,524 "," 12,152 "," 1,20,547 "," 94,768 "," 40,024 "," 14,845 "," 4,392 "," 3,796 "
 MAHARASHTRA,Total,Total,608," 3,11,470 "," 12,971 "," 1,23,120 "," 1,00,652 "," 43,934 "," 18,863 "," 5,970 "," 5,960 "
 MAHARASHTRA,Total,Total,9+," 96,268 "," 3,401 "," 27,704 "," 27,434 "," 17,176 "," 10,001 "," 4,331 "," 6,221 "
 MAHARASHTRA,Total,Owned,All Households," 20,56,982 "," 96,286 "," 9,38,544 "," 6,32,708 "," 2,44,737 "," 91,050 "," 26,455 "," 27,202 "
 MAHARASHTRA,Total,Owned,1," 4,56,958 "," 28,781 "," 2,60,631 "," 1,15,127 "," 35,693 "," 11,150 "," 2,649 "," 2,927 "
 MAHARASHTRA,Total,Owned,2," 3,24,580 "," 16,598 "," 1,60,584 "," 99,529 "," 32,611 "," 10,293 "," 2,517 "," 2,448 "
 MAHARASHTRA,Total,Owned,3," 3,59,870 "," 15,965 "," 1,63,010 "," 1,18,019 "," 42,930 "," 13,537 "," 3,306 "," 3,103 "
 MAHARASHTRA,Total,Owned,4," 3,13,121 "," 12,932 "," 1,33,221 "," 1,03,813 "," 41,116 "," 14,723 "," 3,855 "," 3,461 "
 MAHARASHTRA,Total,Owned,5," 2,47,603 "," 9,193 "," 96,994 "," 83,295 "," 36,405 "," 13,956 "," 4,182 "," 3,578 "
 MAHARASHTRA,Total,Owned,608," 2,69,706 "," 10,109 "," 1,01,349 "," 88,753 "," 40,198 "," 17,870 "," 5,759 "," 5,668 "
 MAHARASHTRA,Total,Owned,9+," 85,144 "," 2,708 "," 22,755 "," 24,172 "," 15,784 "," 9,521 "," 4,187 "," 6,017 "
 MAHARASHTRA,Total,Rented,All Households," 3,49,939 "," 27,047 "," 2,01,809 "," 86,313 "," 26,152 "," 5,818 "," 1,142 "," 1,658 "
 MAHARASHTRA,Total,Rented,1," 67,669 "," 6,573 "," 43,175 "," 12,868 "," 3,873 ", 746 , 142 , 292 
 MAHARASHTRA,Total,Rented,2," 71,033 "," 5,653 "," 42,536 "," 16,671 "," 4,761 ", 979 , 172 , 261 
 MAHARASHTRA,Total,Rented,3," 76,642 "," 5,799 "," 43,929 "," 19,475 "," 5,787 "," 1,170 ", 178 , 304 
 MAHARASHTRA,Total,Rented,4," 57,204 "," 3,957 "," 32,021 "," 15,103 "," 4,616 "," 1,047 ", 207 , 253 
 MAHARASHTRA,Total,Rented,5," 34,889 "," 2,323 "," 18,855 "," 9,692 "," 2,977 ", 710 , 160 , 172 
 MAHARASHTRA,Total,Rented,608," 33,677 "," 2,226 "," 17,401 "," 9,830 "," 3,037 ", 796 , 166 , 221 
 MAHARASHTRA,Total,Rented,9+," 8,825 ", 516 ," 3,892 "," 2,674 "," 1,101 ", 370 , 117 , 155 
 MAHARASHTRA,Total,Any Other,All Households," 1,05,915 "," 11,072 "," 66,873 "," 18,728 "," 6,431 "," 1,782 ", 388 , 641 
 MAHARASHTRA,Total,Any Other,1," 33,437 "," 4,106 "," 22,647 "," 4,521 "," 1,450 ", 438 , 97 , 178 
 MAHARASHTRA,Total,Any Other,2," 20,912 "," 2,271 "," 13,591 "," 3,512 "," 1,075 ", 294 , 59 , 110 
 MAHARASHTRA,Total,Any Other,3," 19,778 "," 2,017 "," 12,456 "," 3,603 "," 1,269 ", 274 , 55 , 104 
 MAHARASHTRA,Total,Any Other,4," 13,370 "," 1,229 "," 8,054 "," 2,654 "," 1,005 ", 290 , 55 , 83 
 MAHARASHTRA,Total,Any Other,5," 8,032 ", 636 ," 4,698 "," 1,781 ", 642 , 179 , 50 , 46 
 MAHARASHTRA,Total,Any Other,608," 8,087 ", 636 ," 4,370 "," 2,069 ", 699 , 197 , 45 , 71 
 MAHARASHTRA,Total,Any Other,9+," 2,299 ", 177 ," 1,057 ", 588 , 291 , 110 , 27 , 49 
 MAHARASHTRA,Rural,Total,All Households," 13,19,091 "," 67,963 "," 6,55,492 "," 4,06,761 "," 1,23,672 "," 43,041 "," 10,814 "," 11,348 "
 MAHARASHTRA,Rural,Total,1," 3,88,905 "," 26,516 "," 2,37,965 "," 91,729 "," 22,499 "," 6,795 "," 1,472 "," 1,929 "
 MAHARASHTRA,Rural,Total,2," 2,25,557 "," 12,686 "," 1,21,383 "," 67,761 "," 16,461 "," 4,938 "," 1,094 "," 1,234 "
 MAHARASHTRA,Rural,Total,3," 2,30,261 "," 10,911 "," 1,11,438 "," 76,865 "," 21,700 "," 6,473 "," 1,430 "," 1,444 "
 MAHARASHTRA,Rural,Total,4," 1,79,726 "," 7,603 "," 78,794 "," 63,433 "," 19,985 "," 6,865 "," 1,594 "," 1,452 "
 MAHARASHTRA,Rural,Total,5," 1,30,536 "," 4,642 "," 50,497 "," 48,292 "," 17,637 "," 6,353 "," 1,675 "," 1,440 "
 MAHARASHTRA,Rural,Total,608," 1,30,050 "," 4,499 "," 46,284 "," 47,795 "," 19,063 "," 8,082 "," 2,245 "," 2,082 "
 MAHARASHTRA,Rural,Total,9+," 34,056 "," 1,106 "," 9,131 "," 10,886 "," 6,327 "," 3,535 "," 1,304 "," 1,767 "
 MAHARASHTRA,Rural,Owned,All Households," 11,62,749 "," 54,043 "," 5,56,253 "," 3,74,238 "," 1,15,949 "," 41,174 "," 10,420 "," 10,672 "
 MAHARASHTRA,Rural,Owned,1," 3,36,714 "," 21,036 "," 2,01,953 "," 83,636 "," 20,635 "," 6,351 "," 1,384 "," 1,719 "
 MAHARASHTRA,Rural,Owned,2," 1,92,057 "," 9,607 "," 99,584 "," 61,017 "," 15,069 "," 4,630 "," 1,034 "," 1,116 "
 MAHARASHTRA,Rural,Owned,3," 1,99,099 "," 8,372 "," 91,923 "," 69,873 "," 20,087 "," 6,146 "," 1,364 "," 1,334 "
 MAHARASHTRA,Rural,Owned,4," 1,60,577 "," 6,150 "," 67,575 "," 58,631 "," 18,769 "," 6,563 "," 1,521 "," 1,368 "
 MAHARASHTRA,Rural,Owned,5," 1,20,645 "," 3,986 "," 44,967 "," 45,577 "," 16,938 "," 6,155 "," 1,627 "," 1,395 "
 MAHARASHTRA,Rural,Owned,608," 1,21,620 "," 3,937 "," 42,028 "," 45,193 "," 18,367 "," 7,867 "," 2,209 "," 2,019 "
 MAHARASHTRA,Rural,Owned,9+," 32,037 ", 955 ," 8,223 "," 10,311 "," 6,084 "," 3,462 "," 1,281 "," 1,721 "
 MAHARASHTRA,Rural,Rented,All Households," 88,934 "," 6,386 "," 54,202 "," 21,969 "," 4,809 "," 1,013 ", 201 , 354 
 MAHARASHTRA,Rural,Rented,1," 26,433 "," 2,311 "," 18,042 "," 4,837 ", 943 , 176 , 28 , 96 
 MAHARASHTRA,Rural,Rented,2," 19,312 "," 1,440 "," 12,164 "," 4,573 ", 891 , 156 , 28 , 60 
 MAHARASHTRA,Rural,Rented,3," 18,782 "," 1,225 "," 11,221 "," 4,966 "," 1,059 ", 217 , 35 , 59 
 MAHARASHTRA,Rural,Rented,4," 11,830 ", 702 ," 6,588 "," 3,459 ", 819 , 169 , 45 , 48 
 MAHARASHTRA,Rural,Rented,5," 6,133 ", 351 ," 3,197 "," 1,925 ", 493 , 113 , 28 , 26 
 MAHARASHTRA,Rural,Rented,608," 5,217 ", 284 ," 2,467 "," 1,815 ", 450 , 143 , 21 , 37 
 MAHARASHTRA,Rural,Rented,9+," 1,227 ", 73 , 523 , 394 , 154 , 39 , 16 , 28 
 MAHARASHTRA,Rural,Any Other,All Households," 67,408 "," 7,534 "," 45,037 "," 10,554 "," 2,914 ", 854 , 193 , 322 
 MAHARASHTRA,Rural,Any Other,1," 25,758 "," 3,169 "," 17,970 "," 3,256 ", 921 , 268 , 60 , 114 
 MAHARASHTRA,Rural,Any Other,2," 14,188 "," 1,639 "," 9,635 "," 2,171 ", 501 , 152 , 32 , 58 
 MAHARASHTRA,Rural,Any Other,3," 12,380 "," 1,314 "," 8,294 "," 2,026 ", 554 , 110 , 31 , 51 
 MAHARASHTRA,Rural,Any Other,4," 7,319 ", 751 ," 4,631 "," 1,343 ", 397 , 133 , 28 , 36 
 MAHARASHTRA,Rural,Any Other,5," 3,758 ", 305 ," 2,333 ", 790 , 206 , 85 , 20 , 19 
 MAHARASHTRA,Rural,Any Other,608," 3,213 ", 278 ," 1,789 ", 787 , 246 , 72 , 15 , 26 
 MAHARASHTRA,Rural,Any Other,9+, 792 , 78 , 385 , 181 , 89 , 34 , 7 , 18 
 MAHARASHTRA,Urban,Total,All Households," 11,93,745 "," 66,442 "," 5,51,734 "," 3,30,988 "," 1,53,648 "," 55,609 "," 17,171 "," 18,153 "
 MAHARASHTRA,Urban,Total,1," 1,69,159 "," 12,944 "," 88,488 "," 40,787 "," 18,517 "," 5,539 "," 1,416 "," 1,468 "
 MAHARASHTRA,Urban,Total,2," 1,90,968 "," 11,836 "," 95,328 "," 51,951 "," 21,986 "," 6,628 "," 1,654 "," 1,585 "
 MAHARASHTRA,Urban,Total,3," 2,26,029 "," 12,870 "," 1,07,957 "," 64,232 "," 28,286 "," 8,508 "," 2,109 "," 2,067 "
 MAHARASHTRA,Urban,Total,4," 2,03,969 "," 10,515 "," 94,502 "," 58,137 "," 26,752 "," 9,195 "," 2,523 "," 2,345 "
 MAHARASHTRA,Urban,Total,5," 1,59,988 "," 7,510 "," 70,050 "," 46,476 "," 22,387 "," 8,492 "," 2,717 "," 2,356 "
 MAHARASHTRA,Urban,Total,608," 1,81,420 "," 8,472 "," 76,836 "," 52,857 "," 24,871 "," 10,781 "," 3,725 "," 3,878 "
 MAHARASHTRA,Urban,Total,9+," 62,212 "," 2,295 "," 18,573 "," 16,548 "," 10,849 "," 6,466 "," 3,027 "," 4,454 "
 MAHARASHTRA,Urban,Owned,All Households," 8,94,233 "," 42,243 "," 3,82,291 "," 2,58,470 "," 1,28,788 "," 49,876 "," 16,035 "," 16,530 "
 MAHARASHTRA,Urban,Owned,1," 1,20,244 "," 7,745 "," 58,678 "," 31,491 "," 15,058 "," 4,799 "," 1,265 "," 1,208 "
 MAHARASHTRA,Urban,Owned,2," 1,32,523 "," 6,991 "," 61,000 "," 38,512 "," 17,542 "," 5,663 "," 1,483 "," 1,332 "
 MAHARASHTRA,Urban,Owned,3," 1,60,771 "," 7,593 "," 71,087 "," 48,146 "," 22,843 "," 7,391 "," 1,942 "," 1,769 "
 MAHARASHTRA,Urban,Owned,4," 1,52,544 "," 6,782 "," 65,646 "," 45,182 "," 22,347 "," 8,160 "," 2,334 "," 2,093 "
 MAHARASHTRA,Urban,Owned,5," 1,26,958 "," 5,207 "," 52,027 "," 37,718 "," 19,467 "," 7,801 "," 2,555 "," 2,183 "
 MAHARASHTRA,Urban,Owned,608," 1,48,086 "," 6,172 "," 59,321 "," 43,560 "," 21,831 "," 10,003 "," 3,550 "," 3,649 "
 MAHARASHTRA,Urban,Owned,9+," 53,107 "," 1,753 "," 14,532 "," 13,861 "," 9,700 "," 6,059 "," 2,906 "," 4,296 "
 MAHARASHTRA,Urban,Rented,All Households," 2,61,005 "," 20,661 "," 1,47,607 "," 64,344 "," 21,343 "," 4,805 ", 941 ," 1,304 "
 MAHARASHTRA,Urban,Rented,1," 41,236 "," 4,262 "," 25,133 "," 8,031 "," 2,930 ", 570 , 114 , 196 
 MAHARASHTRA,Urban,Rented,2," 51,721 "," 4,213 "," 30,372 "," 12,098 "," 3,870 ", 823 , 144 , 201 
 MAHARASHTRA,Urban,Rented,3," 57,860 "," 4,574 "," 32,708 "," 14,509 "," 4,728 ", 953 , 143 , 245 
 MAHARASHTRA,Urban,Rented,4," 45,374 "," 3,255 "," 25,433 "," 11,644 "," 3,797 ", 878 , 162 , 205 
 MAHARASHTRA,Urban,Rented,5," 28,756 "," 1,972 "," 15,658 "," 7,767 "," 2,484 ", 597 , 132 , 146 
 MAHARASHTRA,Urban,Rented,608," 28,460 "," 1,942 "," 14,934 "," 8,015 "," 2,587 ", 653 , 145 , 184 
 MAHARASHTRA,Urban,Rented,9+," 7,598 ", 443 ," 3,369 "," 2,280 ", 947 , 331 , 101 , 127 
 MAHARASHTRA,Urban,Any Other,All Households," 38,507 "," 3,538 "," 21,836 "," 8,174 "," 3,517 ", 928 , 195 , 319 
 MAHARASHTRA,Urban,Any Other,1," 7,679 ", 937 ," 4,677 "," 1,265 ", 529 , 170 , 37 , 64 
 MAHARASHTRA,Urban,Any Other,2," 6,724 ", 632 ," 3,956 "," 1,341 ", 574 , 142 , 27 , 52 
 MAHARASHTRA,Urban,Any Other,3," 7,398 ", 703 ," 4,162 "," 1,577 ", 715 , 164 , 24 , 53 
 MAHARASHTRA,Urban,Any Other,4," 6,051 ", 478 ," 3,423 "," 1,311 ", 608 , 157 , 27 , 47 
 MAHARASHTRA,Urban,Any Other,5," 4,274 ", 331 ," 2,365 ", 991 , 436 , 94 , 30 , 27 
 MAHARASHTRA,Urban,Any Other,608," 4,874 ", 358 ," 2,581 "," 1,282 ", 453 , 125 , 30 , 45 
 MAHARASHTRA,Urban,Any Other,9+," 1,507 ", 99 , 672 , 407 , 202 , 76 , 20 , 31 
 ANDHRA PRADESH,Total,Total,All Households," 27,70,615 "," 1,18,349 "," 13,94,533 "," 8,53,380 "," 2,63,849 "," 1,00,248 "," 20,809 "," 19,447 "
 ANDHRA PRADESH,Total,Total,1," 7,51,461 "," 46,756 "," 4,91,531 "," 1,58,287 "," 38,135 "," 12,216 "," 2,240 "," 2,296 "
 ANDHRA PRADESH,Total,Total,2," 5,41,091 "," 24,676 "," 2,97,165 "," 1,61,052 "," 40,981 "," 12,904 "," 2,313 "," 2,000 "
 ANDHRA PRADESH,Total,Total,3," 5,40,023 "," 20,537 "," 2,59,992 "," 1,83,585 "," 53,259 "," 17,254 "," 3,033 "," 2,363 "
 ANDHRA PRADESH,Total,Total,4," 3,83,492 "," 12,049 "," 1,60,812 "," 1,42,155 "," 45,352 "," 17,351 "," 3,199 "," 2,574 "
 ANDHRA PRADESH,Total,Total,5," 2,73,226 "," 7,245 "," 1,01,063 "," 1,04,883 "," 38,447 "," 15,670 "," 3,325 "," 2,593 "
 ANDHRA PRADESH,Total,Total,608," 2,36,223 "," 5,971 "," 73,747 "," 90,110 "," 38,814 "," 18,922 "," 4,413 "," 4,246 "
 ANDHRA PRADESH,Total,Total,9+," 45,099 "," 1,115 "," 10,223 "," 13,308 "," 8,861 "," 5,931 "," 2,286 "," 3,375 "
 ANDHRA PRADESH,Total,Owned,All Households," 22,31,147 "," 87,564 "," 11,00,136 "," 7,10,851 "," 2,10,470 "," 85,950 "," 18,394 "," 17,782 "
 ANDHRA PRADESH,Total,Owned,1," 6,25,126 "," 35,330 "," 4,05,526 "," 1,37,356 "," 32,095 "," 10,762 "," 2,001 "," 2,056 "
 ANDHRA PRADESH,Total,Owned,2," 4,18,797 "," 17,390 "," 2,24,899 "," 1,31,078 "," 31,082 "," 10,658 "," 1,953 "," 1,737 "
 ANDHRA PRADESH,Total,Owned,3," 4,10,852 "," 14,253 "," 1,91,506 "," 1,46,707 "," 39,645 "," 14,115 "," 2,576 "," 2,050 "
 ANDHRA PRADESH,Total,Owned,4," 3,05,262 "," 8,993 "," 1,24,362 "," 1,16,840 "," 35,388 "," 14,574 "," 2,785 "," 2,320 "
 ANDHRA PRADESH,Total,Owned,5," 2,29,905 "," 5,764 "," 83,123 "," 89,701 "," 32,033 "," 13,889 "," 2,979 "," 2,416 "
 ANDHRA PRADESH,Total,Owned,608," 2,02,011 "," 4,933 "," 62,051 "," 77,552 "," 32,694 "," 16,762 "," 4,012 "," 4,007 "
 ANDHRA PRADESH,Total,Owned,9+," 39,194 ", 901 ," 8,669 "," 11,617 "," 7,533 "," 5,190 "," 2,088 "," 3,196 "
 ANDHRA PRADESH,Total,Rented,All Households," 4,69,402 "," 20,043 "," 2,49,297 "," 1,32,746 "," 50,488 "," 13,256 "," 2,196 "," 1,376 "
 ANDHRA PRADESH,Total,Rented,1," 99,669 "," 6,583 "," 67,961 "," 18,201 "," 5,330 "," 1,221 ", 189 , 184 
 ANDHRA PRADESH,Total,Rented,2," 1,06,201 "," 4,742 "," 61,690 "," 27,798 "," 9,357 "," 2,073 ", 326 , 215 
 ANDHRA PRADESH,Total,Rented,3," 1,15,115 "," 4,339 "," 59,454 "," 34,705 "," 12,988 "," 2,944 ", 422 , 263 
 ANDHRA PRADESH,Total,Rented,4," 71,538 "," 2,308 "," 32,423 "," 24,067 "," 9,549 "," 2,592 ", 381 , 218 
 ANDHRA PRADESH,Total,Rented,5," 39,912 "," 1,117 "," 16,067 "," 14,441 "," 6,139 "," 1,677 ", 327 , 144 
 ANDHRA PRADESH,Total,Rented,608," 31,554 ", 788 ," 10,366 "," 11,929 "," 5,867 "," 2,044 ", 367 , 193 
 ANDHRA PRADESH,Total,Rented,9+," 5,413 ", 166 ," 1,336 "," 1,605 "," 1,258 ", 705 , 184 , 159 
 ANDHRA PRADESH,Total,Any Other,All Households," 70,066 "," 10,742 "," 45,100 "," 9,783 "," 2,891 "," 1,042 ", 219 , 289 
 ANDHRA PRADESH,Total,Any Other,1," 26,666 "," 4,843 "," 18,044 "," 2,730 ", 710 , 233 , 50 , 56 
 ANDHRA PRADESH,Total,Any Other,2," 16,093 "," 2,544 "," 10,576 "," 2,176 ", 542 , 173 , 34 , 48 
 ANDHRA PRADESH,Total,Any Other,3," 14,056 "," 1,945 "," 9,032 "," 2,173 ", 626 , 195 , 35 , 50 
 ANDHRA PRADESH,Total,Any Other,4," 6,692 ", 748 ," 4,027 "," 1,248 ", 415 , 185 , 33 , 36 
 ANDHRA PRADESH,Total,Any Other,5," 3,409 ", 364 ," 1,873 ", 741 , 275 , 104 , 19 , 33 
 ANDHRA PRADESH,Total,Any Other,608," 2,658 ", 250 ," 1,330 ", 629 , 253 , 116 , 34 , 46 
 ANDHRA PRADESH,Total,Any Other,9+, 492 , 48 , 218 , 86 , 70 , 36 , 14 , 20 
 ANDHRA PRADESH,Rural,Total,All Households," 19,76,803 "," 92,148 "," 10,62,693 "," 6,05,757 "," 1,43,009 "," 54,508 "," 9,400 "," 9,288 "
 ANDHRA PRADESH,Rural,Total,1," 6,07,007 "," 38,997 "," 4,08,317 "," 1,24,941 "," 24,315 "," 7,684 "," 1,226 "," 1,527 "
 ANDHRA PRADESH,Rural,Total,2," 3,90,560 "," 19,087 "," 2,24,512 "," 1,15,722 "," 22,058 "," 7,061 "," 1,031 "," 1,089 "
 ANDHRA PRADESH,Rural,Total,3," 3,68,590 "," 15,328 "," 1,87,094 "," 1,26,797 "," 27,525 "," 9,317 "," 1,353 "," 1,176 "
 ANDHRA PRADESH,Rural,Total,4," 2,53,402 "," 8,598 "," 1,12,450 "," 96,602 "," 23,692 "," 9,355 "," 1,430 "," 1,275 "
 ANDHRA PRADESH,Rural,Total,5," 1,81,272 "," 5,157 "," 71,271 "," 72,307 "," 20,949 "," 8,720 "," 1,580 "," 1,288 "
 ANDHRA PRADESH,Rural,Total,608," 1,50,790 "," 4,228 "," 51,820 "," 60,614 "," 20,330 "," 9,860 "," 2,026 "," 1,912 "
 ANDHRA PRADESH,Rural,Total,9+," 25,182 ", 753 ," 7,229 "," 8,774 "," 4,140 "," 2,511 ", 754 ," 1,021 "
 ANDHRA PRADESH,Rural,Owned,All Households," 17,58,624 "," 74,175 "," 9,23,674 "," 5,58,726 "," 1,32,193 "," 52,023 "," 8,990 "," 8,843 "
 ANDHRA PRADESH,Rural,Owned,1," 5,35,911 "," 31,269 "," 3,58,089 "," 1,14,515 "," 22,246 "," 7,224 "," 1,147 "," 1,421 "
 ANDHRA PRADESH,Rural,Owned,2," 3,37,418 "," 14,806 "," 1,89,381 "," 1,04,807 "," 19,862 "," 6,589 ", 967 ," 1,006 "
 ANDHRA PRADESH,Rural,Owned,3," 3,19,662 "," 11,840 "," 1,56,832 "," 1,15,014 "," 24,822 "," 8,787 "," 1,274 "," 1,093 "
 ANDHRA PRADESH,Rural,Owned,4," 2,29,087 "," 7,195 "," 98,991 "," 89,534 "," 21,899 "," 8,887 "," 1,368 "," 1,213 "
 ANDHRA PRADESH,Rural,Owned,5," 1,69,495 "," 4,563 "," 65,386 "," 68,467 "," 19,847 "," 8,463 "," 1,524 "," 1,245 "
 ANDHRA PRADESH,Rural,Owned,608," 1,42,983 "," 3,827 "," 48,260 "," 57,962 "," 19,494 "," 9,610 "," 1,971 "," 1,859 "
 ANDHRA PRADESH,Rural,Owned,9+," 24,068 ", 675 ," 6,735 "," 8,427 "," 4,023 "," 2,463 ", 739 ," 1,006 "
